pl_name,pl_letter,tic,pl_controv_flag,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_radj,pl_radjerr1,pl_radjerr2,pl_radjlim,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,pl_tranmid,pl_tranmiderr1,pl_tranmiderr2,pl_tranmidlim,pl_orbtper,pl_orbtpererr1,pl_orbtpererr2,pl_orbtperlim,st_spectype,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_rad,st_raderr1,st_raderr2,st_radlim,ra,dec,sy_dist,sy_disterr1,sy_disterr2
HIP 55507,b,406781410,0,5138.43727,887.26948,-529.24741,0,5.062,0.596,-0.467,0,1.12,,,0,0.362,0.124,-0.195,0,,,,,2452398.476,556.832,-784.862,0,M0,4171,93.16,-149.45,0,0.72,0.08,-0.05,0,170.5227246,46.907803,25.4893,0.0257,-0.0256
HIP 56640,b,181152368,0,2675.57603,183.35403,-108.29793,0,4.55,0.221,-0.15,0,1.13,,,0,0.118,0.062,-0.076,0,,,,,2454396.523,216.019,-1183.441,0,K1 III,4769,55,-55,0,4.93,0.05,-0.05,0,174.2008941,-37.0391349,122.324,0.587,-0.581
HIP 57274,b,5078530,0,8.1352,0.004,-0.004,0,0.07,0,0,0,0.214,,,0,0.19,0.1,-0.1,0,2455801.779,0.271,-0.271,0,2454801.015,1.3,-1.3,0,K4 V,4510,136,-136,0,0.78,0.05,-0.05,0,176.1705487,30.9576484,25.8618,0.0337,-0.0335
HIP 57274,c,5078530,0,32.03,0.02,-0.02,0,0.178,,,0,1.27,,,0,0.05,0.02,-0.02,0,2455793.035,0.176,-0.176,0,2455785.208,9.5,-9.5,0,K4 V,4640,100,-100,0,0.68,0.03,-0.03,0,176.1705487,30.9576484,25.8618,0.0337,-0.0335
HIP 57274,d,5078530,0,431.7,8.5,-8.5,0,1.01,,,0,1.27,,,0,0.27,0.05,-0.05,0,,,,,2455108.116,14,-14,0,K4 V,4640,100,-100,0,0.68,0.03,-0.03,0,176.1705487,30.9576484,25.8618,0.0337,-0.0335
HIP 5763,b,408290683,0,30.014,0.1528,-0.2842,0,0.17,,,0,1.27,,,0,0.054,,,0,,,,,2458056.731,,,0,K6 V,4352,147.01,-109.13,0,0.75,0.06,-0.08,0,18.495343,16.4942738,31.9043,0.042,-0.0419
HIP 63242,b,437310271,0,124.6,,,0,0.565,,,0,1.12,,,0,0.23,,,0,,,,,2455376.2,,,0,G8,4830,100,-100,0,10.28,0.18,-0.11,0,194.3824825,-65.6463263,156.456,0.6995,-0.6995
HIP 65 A,b,201248411,0,0.9809734,0.0000031,-0.0000031,0,0.01782,0.0002,-0.00021,0,2.03,0.61,-0.49,0,0,,,0,2458326.104,0.00011,-0.00011,0,2458368.833,,,0,K4 V,4590,49,-49,0,0.72,0.01,-0.01,0,0.1856063,-54.8308228,61.7856,0.0806,-0.0804
HIP 65407,b,165454978,0,28.125,0.019,-0.019,0,0.177,0.005,-0.005,0,1.28,,,0,0.14,0.07,-0.07,0,,,,,2456990.8,2.5,-2.5,0,K0,5460,50,-50,0,0.95,0.01,-0.03,0,201.087663,48.8847322,61.7804,0.1065,-0.1062
HIP 65407,c,165454978,0,67.3,0.08,-0.08,0,0.316,0.008,-0.008,0,1.24,,,0,0.12,0.04,-0.04,0,,,,,2457047,6,-6,0,K0,5460,50,-50,0,0.95,0.01,-0.03,0,201.087663,48.8847322,61.7804,0.1065,-0.1062
HIP 65426,b,438702139,0,,,,,92,,,0,1.5,0.1,-0.1,0,,,,,,,,,,,,,A2 V,9097,170.68,-153.78,0,1.74,0.05,-0.05,0,201.1501727,-51.5045384,108.875,0.753,-0.742
HIP 65891,b,68418284,0,1079.55726,20.64275,-18.39667,0,2.794,0.093,-0.098,0,1.14,,,0,0.128,0.04,-0.036,0,,,,,2454944.155,51.119,-52.26,0,K0 III,5000,100,-100,0,8.93,1.02,-1.02,0,202.6050857,-58.6643937,150.292,0.65,-0.644
HIP 66074,b,298130822,0,310.9,21.7,-17.7,0,0.799,0.035,-0.035,0,1.15,,,0,0.948,0.004,-0.004,0,,,,,2459962.48,0.07,-0.06,0,,4300,60,-60,0,0.69,0.01,-0.01,0,203.1635632,75.0071038,35.4438,0.0261,-0.026
HIP 67522,b,166527623,0,6.959503,0.000016,-0.000015,0,,,,,0.898,0.042,-0.042,0,0.059,0.193,-0.046,0,2458604.024,0.00036,-0.00037,0,,,,,G1 V,5675,75,-75,0,1.38,0.06,-0.06,0,207.526001,-40.8358961,127.28,1.105,-1.087
HIP 67537,b,166526615,0,2523.64713,240.39054,-94.43206,0,4.807,0.313,-0.151,0,1.1,,,0,0.586,0.039,-0.03,0,,,,,2451239.362,188.097,-470.73,0,K1 III,4985,100,-100,0,8.69,0.88,-0.88,0,207.5808445,-39.9008996,116.046,0.65,-0.65
HIP 67851,b,111947706,0,88.87622,0.11842,-0.11971,0,0.482,0.009,-0.01,0,1.21,,,0,0.063,0.031,-0.032,0,,,,,2452989.082,78.692,-1.803,0,K0 III,4890,100,-100,0,5.87,0.29,-0.29,0,208.465364,-35.3146536,64.1181,0.1748,-0.1748
HIP 67851,c,111947706,0,3923.6609,616.24996,-330.23316,0,6.032,0.651,-0.362,0,1.13,,,0,0.356,0.112,-0.085,0,,,,,2451730.383,295.151,-560.657,0,K0 III,4890,100,-100,0,5.87,0.29,-0.29,0,208.465364,-35.3146536,64.1181,0.1748,-0.1748
HIP 70849,b,127382459,0,3649,18,-18,0,3.99,0.06,-0.07,0,1.15,,,0,0.65,0.02,-0.01,0,,,,,2456719,14,-13,0,K7 V,4105,130,-130,0,0.63,0.02,-0.02,0,217.3270762,-46.464684,24.0572,0.02475,-0.02475
HIP 71135,b,457695809,0,87.19,0.381,-0.381,0,0.335,0.007,-0.007,0,0.406,,,0,0.21,0.13,-0.13,0,,,,,,,,,M1,4146,107,-110,0,0.68,0.04,-0.03,0,218.2158073,-52.6464757,32.3311,0.0521,-0.0519
HIP 74890,b,148153804,0,822.3,16.8,-16.8,0,2.1,0.09,-0.09,0,1.18,,,0,0.07,0.07,-0.07,0,,,,,2459820.4,379.8,-379.8,0,K1 III,4850,100,-100,0,5.77,0.53,-0.53,0,229.5714974,-41.4210961,78.6562,0.256,-0.256
HIP 75056 A,b,460329848,0,47000,30000,-30000,0,30,15,-15,0,2,0.5,-0.5,0,0.5,0.2,-0.2,0,,,,,,,,,A2 V,8610,136.8,-170.07,0,1.65,0.06,-0.04,0,230.0556856,-34.9255486,125.212,2.075,-2.01
HIP 75092,b,225884682,0,926.4,12.8,-12.8,0,2.02,0.02,-0.02,0,1.2,,,0,0.42,0.1,-0.1,0,,,,,2454230.5,49,-49,0,K0 III,4891,50,-50,0,4.53,0.05,-0.05,0,230.1724206,-25.9910525,81.6696,0.4148,-0.4107
HIP 78530,b,1259690584,0,,,,,740,60,-60,0,1.07,,,0,,,,,,,,,,,,,B9 V,10500,,,0,2.11,0.07,-0.06,0,240.4810052,-21.980492,136.759,1.493,-1.462
HIP 79098 AB,b,48908494,0,,,,,345,6,-6,0,1.08,,,0,,,,,,,,,,,,,B9 V,9193.75,61.25,-93.42,0,,,,,242.1821202,-23.6855244,145.798,2.562,-2.476
HIP 79431,b,49324530,0,111.7,0.7,-0.7,0,0.36,,,0,1.19,,,0,0.29,0.02,-0.02,0,,,,,2454980.3,1.2,-1.2,0,M3 V,3191,1000,-1000,0,0.48,0.01,-0.01,0,243.1742467,-18.8764247,14.5324,0.0259,-0.0259
